Ponderació de les matèries de modalitat de 2n de batxillerat per al'accés a la universitat a la preinscripció universitària a Catalunya,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
21151,Ciències Ambientals / Geologia (Simultaneïtat),UAB,C,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A
11006,Ciències Biomèdiques,UB,C,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A
21010,Ciències Biomèdiques,UAB,C,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A
61004,Ciències Biomèdiques,UdL,C,N/A,N/A,0 2,Fí,ica,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A
11113,"Ciències Culinàries i Gastronòmiques ""CETT""",UB,CSJ,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A
21117,Ciències de l'Antiguitat,UAB,AH,N/A,N/A,N/A,Fo,ame,ts A,tístic,(Fon,m0e n1t,de les,Arts),N/A,N/A,0 2,0 2,0 2,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A
11007,Ciències de l'Activitat Física i de l'Esport,UB,CS,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,0 2,N/A,N/A,N/A,N/A,N/A
41038,"Ciències de l'Activitat Física i de l'Esport ""Tecnocampus""",UPF,CS,N/A,N/A,0 2,0 N2,goci (,cono,ia de,l'E0m 2p,esa),N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,0 2,N/A,N/A,N/A,N/A,N/A
61007,Ciències de l'Activitat Física i de l'Esport,UdL,CS,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,0 2,N/A,N/A,N/A,N/A,N/A
61071,Ciències de l'Activitat Física i de l'Esport (La Seu d'Urgell),UdL,CS,N/A,N/A,0 2,G0 2,ograf,a,N/A,0 2,N/A,N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,0 2,N/A,N/A,N/A,N/A,N/A
81082,"Ciències de l'Activitat Física i de l'Esport ""EUSES""",UdG,CS,N/A,N/A,0 2,0 G2,ologi,i Ci,ncies,A0m 2b,ental,(Cièn,i0es 1 d,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,0 2,N/A,N/A,N/A,N/A,N/A
71086,"Ciències de l'Activitat Física i de l'Esport ""EUSES""",URV,CS,N/A,N/A,0 2,0 l2a,erra i,edi A,bien,) 0 2,N/A,N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,0 2,N/A,N/A,N/A,N/A,N/A
91001,Ciències de l'Activitat Física i de l'Esport,UVic-UCC,CSJ,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,0 2,N/A,N/A,N/A,N/A,N/A
Grau,N/A,Universitat,Branca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61038,Ciències de l'Activitat Física i de l'Esport / Educació Primària(Simultaneïtat),UdL,CS,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
91055,Ciències de l'Activitat Física i de l'Esport / Educació Primària(Menció en Educació Física) (Simultaneïtat),UVic-UCC,CS,0 2,0 2,0 2,0 2,0 2,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2
41037,"Ciències de l'Activitat Física i de l'Esport / Fisioteràpia""Tecnocampus"" (Simultaneïtat)",UPF,CS,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,0 2,N/A,N/A,N/A,0 2,N/A
61039,Ciències de l'Activitat Física i de l'Esport / Fisioteràpia(Simultaneïtat),UdL,CS,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,0 2,N/A,N/A,N/A,0 2,N/A
81086,"Ciències de l'Activitat Física i de l'Esport / Fisioteràpia""EUSES"" (simultaneïtat)",UdG,CS,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,0 2,N/A,N/A,N/A,0 2,N/A
71088,"Ciències de l'Activitat Física i de l'Esport / Fisioteràpia""EUSES"" (simultaneïtat)",URV,CS,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,0 2,N/A,N/A,N/A,0 2,N/A
31095,"Ciències i Tecnologies Aplicades a l'Esport i al Fitnes""EUNCET""",UPC,EA,N/A,N/A,0 2,0 2,N/A,0 1,0 1,0 2,N/A,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,0 2,0 1,N/A,N/A,N/A,N/A
11077,Ciències del Mar,UB,C,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A
41009,Ciències Empresarials - Management,UPF,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
31096,Ciències i Tecnologies del Mar,UPC,EA,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A
11008,Ciències Polítiques i de l'Administració,UB,CSJ,N/A,N/A,N/A,A,àlisi,usic,l,N/A,0 1,0 2,0 2,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
41010,Ciències Polítiques i de l'Administració,UPF,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,0 2,0 2,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
81010,Ciències Polítiques i de l'Administració,UdG,CSJ,N/A,N/A,N/A,Ar,s Es,èniq,es,N/A,0 1,0 2,0 2,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
11065,Ciències Polítiques i de l'Administració / Dret (Simultaneïtat),UB,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,0 2,0 2,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
81054,Ciències Polítiques i de l'Administració / Dret (Simultaneïtat),UdG,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,0 2,0 2,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
11105,"Cinematografia ""ESCAC""",UB,AH,0 2,0 2,N/A,N/A,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,0 1,0 2,0 2,0 2,0 2,N/A,0 2,0 2,N/A,N/A,0 2,0 2,0 2,0 2
21084,Comptabilitat i Finances,UAB,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
81011,Comptabilitat i Finances,UdG,CSJ,N/A,N/A,0 2,Di,uix,rtísti,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
11097,Comunicació Audiovisual,UB,CSJ,0 2,0 2,N/A,N/A,0 1,0 1,0 2,N/A,0 1,N/A,0 1,N/A,N/A,0 2,0 2,0 2,0 2,0 2,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,0 2
21085,Comunicació Audiovisual,UAB,CSJ,0 2,0 2,N/A,Di,u0i x1,è0cn 1ic,0 2,N/A,0 1,N/A,0 1,N/A,N/A,0 2,0 2,0 2,0 2,0 2,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,0 2
41002,Comunicació Audiovisual,UPF,CSJ,0 2,0 2,N/A,N/A,0 1,0 1,0 2,N/A,0 1,N/A,0 1,N/A,N/A,0 2,0 2,0 2,0 2,0 2,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,0 2
71007,Comunicació Audiovisual,URV,CSJ,0 2,0 2,N/A,Di,s0e n1y,0 1,0 2,N/A,0 1,N/A,0 1,N/A,N/A,0 2,0 2,0 2,0 2,0 2,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,0 2
91006,Comunicació Audiovisual,UVic-UCC,CSJ,0 2,0 2,N/A,N/A,0 1,0 1,0 2,N/A,0 1,N/A,0 1,N/A,N/A,0 2,0 2,0 2,0 2,0 2,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,0 2
81005,"Comunicació Audiovisual i Multimèdia ""ERAM""",UdG,CSJ,0 2,0 2,N/A,Fí,ica0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,0 2,N/A,0 1,0 2,N/A,N/A,N/A
81067,"Comunicació Audiovisual i Multimèdia ""ERAM"" (docència enanglès)",UdG,CSJ,0 2,0 2,N/A,Fo,0am 2e,t0s  2A,tí0s t2ic,0(F o2n,m0e n2t,de les,Arts),N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,0 2,N/A,0 1,0 2,N/A,N/A,N/A
11098,Comunicació Audiovisual / Gestió d'Informació iDocumentació Digital (Simultaneïtat),UB,CSJ,0 2,0 2,0 1,Fu0 N2,ciong0o c1i (,men0 1cono,de l’0 2ia de,mpr0 1l'Emp,sa i0 1esa),odel0 2,de0 1,0 1,N/A,0 2,0 2,0 2,0 2,0 2,N/A,0 2,0 2,0 1,N/A,0 2,N/A,0 2,0 2
81068,Comunicació Cultural,UdG,AH,0 2,0 2,N/A,0 G2,o0g r2af,a,0 2,N/A,0 2,N/A,0 2,N/A,N/A,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,0 2
Grau,N/A,Universitat,Branca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21121,Comunicació de les Organitzacions,UAB,CSJ,N/A,N/A,N/A,0 2,N/A,N/A,0 2,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,0 2,N/A,N/A,0 2
21126,Comunicació Interactiva,UAB,CSJ,N/A,N/A,N/A,0 2,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,0 2,N/A,0 2,0 2,N/A,N/A,N/A
11067,Comunicació i Indústries Culturals,UB,CSJ,0 1,0 1,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,0 2
61009,Comunicació i Periodisme Audiovisuals,UdL,AH,0 1,0 1,N/A,0 1,0 2,N/A,0 2,N/A,0 2,N/A,0 2,N/A,N/A,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,0 2
61042,Conservació de la Natura / Enginyeria Forestal (Simultaneïtat),UdL,C,N/A,N/A,0 2,N/A,N/A,0 1,N/A,0 2,N/A,0 1,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A
11100,Conservació - Restauració de Béns Culturals,UB,AH,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,0 2,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A
11010,Criminologia,UB,CSJ,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
21068,Criminologia,UAB,CSJ,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
81013,Criminologia,UdG,CSJ,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
91050,"Criminologia ""ESERP""",UVic-UCC,CSJ,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
11088,Criminologia / Dret (Simultaneïtat),UB,CSJ,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
21108,Criminologia / Dret (Simultaneïtat),UAB,CSJ,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
81056,Criminologia / Dret (Simultaneïtat),UdG,CSJ,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
41011,Criminologia i Polítiques Públiques de Prevenció,UPF,CSJ,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
41043,Criminologia i Polítiques Públiques de Prevenció / Dret(Simultaneïtat),UPF,CSJ,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
81083,Direcció d'Empreses Hoteleres i Gastronòmiques,UdG,CSJ,N/A,N/A,0 1,N/A,N/A,N/A,0 1,0 1,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 1,N/A,N/A,N/A,N/A,N/A
21107,Direcció Hotelera,UAB,CSJ,N/A,N/A,0 1,N/A,N/A,N/A,N/A,0 1,0 1,0 2,0 2,N/A,N/A,N/A,0 1,0 1,N/A,N/A,N/A,0 2,0 2,0 1,N/A,0 1,N/A,N/A,N/A
71085,"Direcció i Gestió d'Empreses en l'Àmbit Digital ""ESIC""",URV,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,N/A,N/A,0 2,N/A
11110,"Direcció i Gestió Gastronòmica ""Barcelona Culinary Hub""",UB,CSJ,N/A,N/A,0 2,0 1,N/A,N/A,N/A,0 2,N/A,0 2,0 1,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,0 1,0 2,0 1,N/A,N/A,N/A,N/A
11101,Disseny,UB,AH,N/A,N/A,N/A,Bi,l0o g2i,0 2,0 2,0 2,0 2,0 1,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 1,0 1,N/A,0 1,0 2,N/A,N/A,N/A
21015,"Disseny ""EINA""",UAB,AH,N/A,N/A,N/A,N/A,0 2,0 2,0 2,0 2,0 2,0 1,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 1,0 1,N/A,0 1,0 2,N/A,N/A,N/A
91056,"Disseny i Innovació ""Elisava""",UVic-UCC,AH,N/A,N/A,N/A,Ci,n0c i2e,G0 e2n,r0a ls2,0 2,0 2,0 1,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 1,0 1,N/A,0 1,0 2,N/A,N/A,N/A
91007,"Disseny ""BAU""",UVic-UCC,AH,N/A,N/A,N/A,N/A,0 2,0 2,0 2,0 2,0 2,0 1,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 1,0 1,N/A,0 1,0 2,N/A,N/A,N/A
11107,"Disseny  Animació i Art Digital per a Videojocs i JocsAplicats ""ENTI""",UB,AH,N/A,N/A,N/A,Di,uix0 2,rtísti0 2,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A
31122,Disseny  Animació i Art Digital,UPC,AH,N/A,N/A,N/A,Di,uix 0 2,ècnic0 2,0 2,0 2,0 2,0 1,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 1,0 1,N/A,0 1,0 2,N/A,N/A,N/A
31121,Disseny Digital i Tecnologies Multimèdia,UPC,EA,N/A,N/A,N/A,N/A,0 1,0 2,0 2,0 2,0 2,0 1,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,0 2,N/A,0 1,0 2,0 1,N/A,N/A
61064,Disseny Digital i Tecnologies Creatives,UdL,EA,N/A,N/A,N/A,0 2,0 2,0 2,0 2,0 2,0 2,0 1,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,0 2,N/A,0 2,0 2,N/A,N/A,N/A
41045,"Disseny i Producció de Videojocs ""Tecnocampus""",UPF,CSJ,N/A,N/A,N/A,N/A,0 2,0 2,0 2,0 2,0 2,0 1,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 1,0 1,N/A,0 1,0 2,N/A,N/A,N/A
41052,"Disseny i Producció de Videojocs / Enginyeria Informàtica de Gestió iSistemes d'Informació ""Tecnocampus"" (Simultaneïtat)",UPF,CSJ,N/A,N/A,N/A,N/A,0 2,0 2,0 2,0 2,0 2,0 1,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,0 1,0 1,0 2,0 2,0 2,N/A,N/A
11106,"Disseny i Desenvolupament de Videojocs i Jocs Aplicats ""ENTI""",UB,EA,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,N/A,0 2,N/A,N/A
31074,Disseny i Desenvolupament de Videojocs (Campus Terrassa),UPC,EA,N/A,N/A,N/A,Fu,cion,m0 e2n,de l’,m0 p2r,sa i,odel,de,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,N/A,0 2,N/A,N/A
31083,Disseny i Desenvolupament de Videojocs (Docència en Anglès)(Campus Barcelona),UPC,EA,N/A,N/A,N/A,N,goci (,cono0 2,ia de,l'Emp0 2,esa),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,N/A,0 2,N/A,N/A
81059,Disseny i Desenvolupament de Videojocs,UdG,EA,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,N/A,0 2,N/A,N/A
Grau,N/A,Universitat,Branca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11012,Dret,UB,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
21086,Dret,UAB,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
41013,Dret,UPF,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
61010,Dret,UdL,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
81015,Dret,UdG,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
71008,Dret,URV,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
91053,"Dret ""ESERP""",UVic-UCC,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 1,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
11064,Dret / Administració i Direcció d'Empreses (Simultaneïtat),UB,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
21098,Dret / Administració i Direcció d'Empreses (Simultaneïtat),UAB,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
61035,Dret / Administració i Direcció d'Empreses (Simultaneïtat),UdL,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
81053,Dret / Administració i Direcció d'Empreses (Simultaneïtat),UdG,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
71055,Dret / Administració i Direcció d'Empreses (Simultaneïtat),URV,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
41034,Dret / Administració i Direcció d'Empreses - Economia(Agrupació de Simultaneïtat),UPF,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
21104,Dret / Ciència Política i Gestió Pública (Simultaneïtat),UAB,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,0 2,0 2,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
11065,Dret / Ciències Polítiques i de l'Administració (Simultaneïtat),UB,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,0 2,0 2,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
81054,Dret / Ciències Polítiques i de l'Administració (Simultaneïtat),UdG,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,0 2,0 2,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
11088,Dret / Criminologia (Simultaneïtat),UB,CSJ,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
21108,Dret / Criminologia (Simultaneïtat),UAB,CSJ,N/A,N/A,N/A,0 A2r,s Es,èniq,es,N/A,N/A,0 2,0 2,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
81056,Dret / Criminologia (Simultaneïtat),UdG,CSJ,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
41043,Dret / Criminologia i Polítiques Públiques de Prevenció(Simultaneïtat),UPF,CSJ,N/A,N/A,N/A,Bi0 2,logi,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 1,0 2,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A
